curso,carpeta,subcarpeta,enunciado,lenguaje,detalles_implementacion
A2016,Z3,Z2,"Napišite program koji čita niz od 10 celih brojeva, ubacuje između svakog para uzastopnih elemenata zbir cifara prethodnog broja i, na kraju, uklanja iz niza sve one brojeve koji pripadaju Fibonačijevom nizu.",C,
A2016,Z5,Z1,"Napisati funkciju koja prima niz struktura `Student` (koje sadrže ime, prezime i listu ocena), veličinu niza i prosečni prag. Funkcija treba da ukloni iz niza studente čija je prosečna ocena manja od zadatog praga. Napomena: ako student ima bar jednu ocenu 5, njegov prosek se smatra 5.",C,
A2016,Z5,Z3,"Napraviti program za upravljanje rasporedom časova pohranjenim u binarnoj datoteci (""raspored.dat""), koji uključuje mogućnosti za čitanje/pohranjivanje rasporeda, provjeru da li se novi zapis preklapa sa postojećim (kontrola sukoba) i prikazivanje sedmičnog rasporeda u formatu tabele ili po danima.",C,
A2016,Z5,Z2,"Napisati program koji čita tekstualnu datoteku, identifikuje reči (sastavljene od slova) čija je dužina manja od 10 karaktera, broji njihovu frekvenciju pojavljivanja i generiše izlaznu datoteku koja navodi 10 najčešćih reči, poređanih prema frekvenciji (od najveće ka najmanjoj) i, u slučaju izjednačenosti, abecedno.",C,
A2016,Z2,Z1,Napisati program koji uzima ceo broj unet od strane korisnika i generiše novi broj formiran od apsolutnih razlika između svakog para susednih cifara.,C,
A2016,Z2,Z4,"Napisati program koji od korisnika traži dimenzije M i N matrice, zatim njene elemente, i određuje da li je matrica Toeplicova (gde svaka dijagonala koja se spušta sleva nadesno ima konstantne elemente) ili da li je cirkularna matrica, ispisujući odgovarajući rezultat ili ukazujući da ne ispunjava nijedno od ovih svojstava.",C,
A2016,Z2,Z3,"Zatražiti od korisnika broj tačaka za unos (između 1 i 10). Zatim, tražiti koordinate (x, y) za svaku tačku unutar mreže 20x20. Na kraju, ispisati mrežu prikazujući unesene tačke zvezdicom (*) a prazne prostore razmacima.",C,
A2016,Z2,Z2,"Napisati program koji prima količinu n uglova izraženih u radijanima, pretvara ih u seksagezimalni sistem (stepeni, minute, sekunde) i ispisuje ih samo ako je deo sekundi manji ili jednak 30.",C,
B2016,Z1,Z1,"Napisati funkciju koja prima vektor celih brojeva i boolean, i vraća novi vektor koji sadrži one brojeve čiji prikaz u bazi 3 ispunjava određene uslove o parnosti ponavljanja njihovih cifara (klasifikujući ih kao ""opaki"" ili ""odvratni"" prema učestalosti njihovih cifara u toj bazi).",C++,
B2016,Z1,Z4,"Napisati funkciju koja prima niz znakova i vektor reči, i menja originalni niz tako što invertuje svaku od reči navedenih u vektoru. Dodatno, napisati funkciju koja transformiše navedene reči u vektoru u format ""Pig Latin"" (pomeriti prvo slovo na kraj i dodati ""ay""), bacajući izuzetak ako vektor sadrži neabecedne karaktere.",C++,
B2016,Z1,Z3,"Napisati program koji prima vektor realnih brojeva i pronalazi sve maksimalne podnizove (uzastopne podsekvence) koji su strogo rastući i sve maksimalne podnizove koji su strogo opadajući, prikazujući rezultate na ekranu.",C++,
B2016,Z1,Z2,"Napisati funkciju koja prima matricu (vektor vektora) i vraća novu proširenu matricu veličine 3x3 puta originalne, gde je centralna matrica originalna, a susedni blokovi su njeni horizontalni, vertikalni i dijagonalni odrazi (ogledala).",C++,
B2016,Z4,Z1,"Implementirati klasu ""Trougao"" u dvodimenzionalnoj ravni koja omogućava definisanje i manipulisanje trouglovima preko njihovih temena, uključujući metode za izračunavanje njihovih geometrijskih osobina (obim, površina, centroid, uglovi, orijentacija), izvođenje geometrijskih transformacija (translacija, rotacija, skaliranje) i poređenje trouglova (identitet, podudarnost i sličnost).",C++,
B2016,Z4,Z4,"Kreirajte sistem za upravljanje nekretninama pomoću klasa u C++ koji omogućava predstavljanje podataka o datumima (Datum), klijentima (Kupac), svojstvima (Stan) i transakcijama prodaje (Prodaja), uključujući validaciju podataka (tačni datumi i formati imena) i metode za manipulaciju i prikaz ovih informacija.",C++,
B2016,Z4,Z3,"Napraviti sistem za upravljanje prodajom nekretnina koji uključuje definiciju klasa za predstavljanje datuma, kupaca, svojstava (stanova) i prodaja, implementirajući validacije za ulazne podatke i metode za upravljanje informacijama svakog entiteta.",C++,
B2016,Z4,Z2,"Kreirajte klasu `GrađaninBiH` koja upravlja informacijama o građanima Bosne i Hercegovine, omogućavajući kreiranje instanci na osnovu njihovog JMBG-a (jedinstveni matični broj građana) ili na osnovu ličnih podataka (datum rođenja, regija, pol), uključujući validaciju datuma, izračun kontrolne cifre JMBG-a i upravljanje povezanom listom kreiranih građana.",C++,
B2016,Z3,Z6,"Implementirati funkciju koja raspoređuje skup imena (dece) u određeni broj timova koristeći kružnu povezanu listu, gde proces eliminacije sledi logiku sličnu Jozefusovom problemu (brojeći slova imena da bi se odredilo ko izlazi).",C++,
B2016,Z3,Z1,"Implementirati funkciju koja vrši baricentričnu Lagrangeovu interpolaciju (reda d) za dati skup čvorova (parovi koordinata x, y) ili matematičku funkciju na intervalu, uključujući izračunavanje baricentričnih težina i rukovanje izuzecima za duple čvorove ili nevažeće parametre.",C++,
B2016,Z3,Z4,"Napisati funkciju koja raspoređuje grupu osoba (imena pohranjena u vektoru) u određeni broj timova. Raspodjela se vrši pomoću procesa cikličkog uklanjanja (slično problemu Josephus): počinje se s prvim imenom i broji se broj koraka određen brojem alfanumeričkih znakova trenutnog imena kako bi se uklonila sljedeća osoba i dodijelila timu, ponavljajući proces sve dok sva imena ne budu dodijeljena. Ako je broj timova nevažeći, treba baciti iznimku.",C++,
B2016,Z3,Z3,"Implementirati generičku strukturu za upravljanje dinamičkim matricama (koristeći dvostruke pokazivače) i kreirati funkcije za njihovo upravljanje (kreiranje, uništavanje, unos, ispis, proizvod matrica, množenje skalarom i kreiranje jediničnih matrica), uz osiguravanje pravilnog upravljanja memorijom putem izuzetaka.",C++,
B2016,Z3,Z5,"Implementirati funkciju koja raspoređuje grupu dece (imena u vektoru) u određeni broj timova koristeći problem Džozefusa. Funkcija treba da kreira kružnu povezanu listu sa imenima, i za svaki tim, broji broj karaktera (slova i brojevi) imena eliminisanog deteta da bi se odredilo ko je sledeći koji će biti eliminisan i dodeljen tom timu. Proces treba da upravlja pravednom raspodelom dece na osnovu ostatka deljenja veličine grupe sa brojem timova, bacajući izuzetak ako broj timova nije validan.",C++,
B2016,Z3,Z2,"Napisati funkciju koja kreira indeks termina (mapu koja povezuje svaku pronađenu reč u tekstu sa skupom njenih početnih pozicija) i drugu funkciju koja omogućava pretragu reči u tom indeksu i vraća njene pozicije, ignorišući velika slova i smatrajući samo alfanumeričke karaktere delom reči.",C++,
B2016,Z5,Z1,"Implementirati sistem upravljanja bibliotekom koji omogućava registraciju korisnika (Korisnik) i knjiga (Knjiga), upravljanje pozajmicom i vraćanjem knjiga putem identifikatora (ID), i upravljanje dinamičkom memorijom objekata smeštenih u kontejnere (mape), uključujući implementaciju kopi konstruktora i konstruktora pomeranja, i operatora dodele.",C++,
B2016,Z5,Z4,Napisati program koji ne izvršava nikakvu operaciju i pravilno se završava (prazan skelet programa).,C++,
B2016,Z5,Z3,"Implementirati klasu ""Razlomak"" u C++ koja upravlja racionalnim brojevima, uključujući preopterećenje aritmetičkih operatora (+, -, *, /), operatore poređenja, operatore složenog uvećanja/smanjenja, ulaz/izlaz (tokove) i kontrolu prekoračenja (overflow) za operacije sa 64-bitnim celim brojevima.",C++,
B2016,Z5,Z5,"Kreirajte klasu pod nazivom ""Temperature"" koja pohranjuje zapise minimalnih i maksimalnih temperatura u listama, uključujući konstruktor s validacijom opsega (min > max), metodu za registrovanje novih parova temperatura i metodu za brisanje svih zapisa.",C++,
B2016,Z5,Z2,"Napraviti sistem za upravljanje bibliotekom koji omogućava registraciju korisnika (sa ličnim podacima kao što su ime, prezime, adresa i telefon) i knjiga (sa naslovom, autorom, žanrom i godinom izdavanja). Klasa Biblioteka treba da upravlja oboma putem mapa (sa jedinstvenim identifikatorima), upravlja operacijama pozajmljivanja (zadužiti/razdužiti), omogućava pretragu korisnika i knjiga, i ispisuje sve zapise. Potrebno je implementirati upravljanje memorijom putem pametnih pokazivača (std::shared_ptr) i definisati konstruktore kopije i pokreta, kao i operatore dodeljivanja za klasu upravitelja.",C++,
B2016,Z2,Z1,"Implementirati logiku i osnovne funkcije za igru tipa traženje mina u mreži (tabli) veličine n, uključujući funkcije za postavljanje mina, zaključavanje/otključavanje ćelija, pomeranje igrača, proveru stanja igre (pobeda/poraz) i obradu ulaznih komandi.",C++,
B2016,Z2,Z4,Napisati program koji ne obavlja nikakvu operaciju i uspešno se završava (prazan kod).,C++,
B2016,Z2,Z3,"Implementirati generičku funkciju ""UvrnutiPresjek"" (uvrnuti presjek) koja uzima dva opsega (definisana iteratorima) i transformirajuću funkciju. Funkcija treba da vrati vektor vektora koji sadrži trojke formirane od elementa prvog opsega, elementa drugog opsega i vrijednosti dobijene primjenom funkcije na oba ako se poklapaju; konačno, sortirati rezultate na osnovu vrijednosti transformacije, a u slučaju jednakosti, po originalnim elementima. Dodatno, potrebne su pomoćne funkcije za izračunavanje sume djelilaca, broja prostih faktora, broja savršenih djelilaca i sume cifara broja.",C++,
B2016,Z2,Z2,"Implementirati generičku funkciju `IzdvojiDijagonale3D` koja prima trodimenzionalni kontejner i nabrojani tip `SmjerKretanja`, i vraća matricu (dvodimenzionalni kontejner) sastavljenu od elemenata koji čine specifičnu dijagonalu unutar slojeva 3D kontejnera, uključujući validaciju dimenzija i izbacivanje izuzetka `std::domain_error` ako kontejner nije regularan.",C++,
B2017,Z6,Z1,"Kod 1: Ispitni zadatak o pokazivačima, aritmetici adresa i prosljeđivanju parametara po vrijednosti/referenci. Kod 2: Implementacija hijerarhije klasa (OOP) s polimorfizmom za izračunavanje težine različitih tipova kontejnera (Spremnik, Sanduk, Vreća).",C++,
B2017,Z6,Z4,"Napisati funkciju koja prima niz znakova i izdvaja ili identifikuje brojeve sadržane u njemu, vraćajući ih u vektoru celih brojeva (ili ih obrađujući prema njihovom formatu).",C++,
B2017,Z6,Z3,Napisati prazan program ili inicijalizirati osnovnu strukturu programa u C++.,C++,
B2017,Z6,Z2,"Napisati program koji traži od korisnika da unese određeni broj rečenica, dinamički dodeli memoriju za svaku, sačuva njihove adrese u dinamičkom nizu pokazivača, i zatim ih ispiše sortirane abecedno (po ASCII kodu) koristeći funkciju std::sort sa prilagođenim kriterijumom.",C++,
B2017,Z1,Z1,Napisati funkciju koja prima vektor celih brojeva i boolean vrednost. Funkcija treba da vrati novi vektor koji sadrži samo one elemente originalnog vektora koji su simetrični u svom ternarnom prikazu (baza 3) i koji ispunjavaju uslov da su prosti brojevi (ako je boolean true) ili složeni brojevi (ako je boolean false).,C++,
B2017,Z1,Z4,"Napisati funkciju koja uzima nisku (rečenicu) i vektor niski (fraze), traži pojave tih fraza unutar rečenice i vrši transformaciju originalne rečenice na osnovu njih (kao što je invertovanje, zamena ili pretvaranje u palindrom).",C++,
B2017,Z1,Z3,"Napisati funkciju koja prima vektor cijelih brojeva i indikator smjera (rastući ili opadajući), i vraća kontejner sa svim podvektorima dužine jednake ili veće od 2 formiranim isključivo od uzastopnih stepena dvojke koji slijede specificiranu monotonost.",C++,
B2017,Z1,Z2,"Napisati funkciju koja prima kontejner brojeva i izdvaja ili identifikuje podsekcije (podnizove ili podmatrice) na osnovu specifičnih kriterijuma kao što su stepeni dvojke u datom smeru (uzlazno/silazno) ili detekcija najveće ""planinske podmatrice"" unutar matrice podataka.",C++,
B2017,Z4,Z1,"Napraviti klasu pod nazivom ""Kugla"" (Esfera) koja predstavlja sferu u trodimenzionalnom prostoru. Klasa mora da uključuje konstruktore za inicijalizaciju centra (x, y, z) i poluprečnika, metode za dobijanje i izmenu koordinata centra i poluprečnika, metode za izračunavanje površine i zapremine, i metode za pomeranje sfere, uz bacanje izuzetka ako je poluprečnik negativan.",C++,
B2017,Z4,Z4,"Napraviti klasu `Pregled` (medicinski pregled) koja čuva ime pacijenta, datum (klasa `Datum`) i vreme (klasa `Vrijeme`), uključujući validaciju podataka, metode čitanja i pisanja, i upravljanje informacijama o terminima.",C++,
B2017,Z4,Z3,"Kreirati sistem za upravljanje medicinskim terminima definiranjem klasa ""Datum"", ""Vrijeme"" i ""Pregled"", sa validacijom podataka, upravljanjem prijestupnim datumima i metodama za manipulaciju informacijama o pacijentu i terminu.",C++,
B2017,Z4,Z2,"Kreirajte klasu pod nazivom ""Kugla"" koja omogućava upravljanje sferama u trodimenzionalnom prostoru (čuvajući koordinate centra i poluprečnik), uključujući validaciju podataka (poluprečnik nije negativan), metode za izračunavanje površine i zapremine, i metode za izmenu ili uvid u atribute objekta. Naziv ""NepreklapajucaKugla"" sugeriše kasnije proširenje za upravljanje povezanom listom ili upravljanje sferama koje se ne preklapaju.",C++,
B2017,Z3,Z6,"Kreirati i manipulisati kružnu povezanu listu koja predstavlja špil karata (52 karte), gde svaki čvor sadrži boju (Pik, Tref, Herc, Karo) i vrednost karte, uključujući funkciju za ispis trenutnog stanja špila grupišući karte po boji.",C++,
B2017,Z3,Z1,"Implementirati funkciju za linearnu interpolaciju, bilo iz skupa koordinatnih parova (čvorova) ili na osnovu matematičke funkcije date u intervalu [x_min, x_max] sa određenim korakom (dx), uključujući validaciju opsega i grešaka.",C++,
B2017,Z3,Z4,"Napraviti program koji upravlja špilom karata (predstavljenih pomoću nabrojanog tipa za boje i stringova za vrednosti). Program treba da omogući generisanje kompletnog špila (52 karte), ispisivanje karata grupisanih po boji, i obavljanje operacija filtriranja ili uklanjanja određenih karata na osnovu date liste ili mape karata, uz validaciju integriteta podataka.",C++,
B2017,Z3,Z3,"Implementirati skup generičkih funkcija (templates) za dinamičko upravljanje matricama (kreiranje, uništavanje, unos, izlaz i sabiranje matrica), uz pravilno upravljanje dodelom memorije i bacanje izuzetaka u slučaju nekompatibilnih dimenzija.",C++,
B2017,Z3,Z5,Implementirati strukturu podataka za predstavljanje špila karata (koristeći kružnu povezanu listu) i funkcije za kreiranje špila (sa 52 karte klasifikovane po boji i vrijednosti) i ispis sadržaja grupisanog po boji.,C++,
B2017,Z3,Z2,"Napraviti program koji omogućava unos sadržaja knjige (organizovan po poglavljima i stranicama) i generiše abecedni indeks (indeks pojmova) koji mapira svaku riječ pronađenu u tekstu sa njenom tačnom lokacijom (poglavlje, broj stranice i pozicija unutar stranice).",C++,
B2017,Z5,Z6,Napisati prazan program ili osnovnu strukturu za C++ izvorni fajl.,C++,
B2017,Z5,Z1,"Kreirajte klasu pod nazivom ""Student"" koja sadrži atribute: broj indeksa, godinu studija, ime, prezime, adresu i broj telefona, uključujući konstruktor za inicijalizaciju tih vrednosti.",C++,
B2017,Z5,Z4,"Napraviti program koji demonstrira korišćenje vektora u C++, uključujući inicijalizaciju pokazivača unutar vektora, proveru nultih vrednosti i dodeljivanje između vektora.",C++,
B2017,Z5,Z3,"Napisati program koji traži od korisnika unos cijelog broja i ispisuje riječ 'cupo' onoliko puta koliko taj broj pokazuje.",C++,
B2017,Z5,Z5,Napisati prazan program ili inicijalizirati osnovnu strukturu programa u C++.,C++,
B2017,Z5,Z2,Napisati program koji ne izvršava nikakvu operaciju i uspešno se završava (ili telo glavne funkcije tek treba da se implementira).,C++,
B2017,Z2,Z1,"Implementirati logiku igre tipa Sapera u mreži veličine N, uključujući funkcije za inicijalizaciju table s minama, prikaz broja mina u susjednim ćelijama na datoj poziciji i upravljanje stanjima ćelija (zaključano/otključano).",C++,
B2017,Z2,Z4,"Implementirati generičku funkciju pod nazivom SortirajPodrucjeVrijednosti koja uzima dva ulazna opsega, treći izlazni opseg (ili modifikaciju), binarnu funkciju za primjenu na elemente prva dva opsega i funkciju usporedbe za sortiranje ulaznih opsega. Funkcija treba sortirati oba ulazna opsega prema zadanom kriteriju, primijeniti binarnu funkciju na odgovarajuće elemente svakog para, te preurediti ili manipulirati elemente trećeg opsega na osnovu dobijenih rezultata, izbacujući izuzetak std::logic_error ako se ne pronađe podudaranje.",C++,
B2017,Z2,Z3,"Napisati funkciju koja prima vektor pozitivnih celih brojeva i generiše dinamičku strukturu podataka (matricu pokazivača/nazubljeni niz) na osnovu detektovanog perioda u vektoru, vršeći kontinualnu (ili fragmentiranu) alokaciju memorije, gde svaki red sadrži sekvencu celih brojeva izračunatu na osnovu elemenata originalnog vektora i njegove maksimalne vrednosti, obezbeđujući upravljanje izuzecima za prazne vektore ili one sa nepozitivnim elementima.",C++,
B2017,Z2,Z2,"Implementirati generičku funkciju pod nazivom 'PjescaniSat' (Peščani sat) koja prima trodimenzionalni kontejner (kao što je vektor dekova od dekova) i enum koji specificira pravac kretanja. Funkcija treba da validira da je struktura kubična matrica neparne dimenzije, izdvoji elemente koji formiraju obrazac 'peščanog sata' unutar svakog sloja (ili sekcije) prateći naznačeni pravac i vrati rezultat u novom kontejneru.",C++,
A2017,Z1,Z1,"Napisati program koji izračunava ukupne troškove obroka koje su izabrale tri osobe (Tarik, Bojan i Mirza) u tri različita restorana (Restoran, Fast-food i Bistro) na osnovu cena hamburgera, ćevapa i pice, i odrediti koja je opcija najjeftinija, uzimajući u obzir i moguće popuste koji se primenjuju pod određenim uslovima narudžbine.",C,
A2017,Z1,Z4,"Zatražiti od korisnika broj redova, broj kolona i širinu svake kolone, a zatim ispisati na ekranu mrežu ili tabelu formiranu od ASCII znakova ('+', '-', '"",') sa navedenim dimenzijama.",C,
A2017,Z1,Z3,"Napisati program koji traži koeficijente a, b i c kvadratne jednačine, izračunava njene realne korene, a zatim omogućava korisniku da pokuša da pogodi vrednosti korena putem sistema povratne informacije (označavajući da li je uneta vrednost ""Tačno"" -tačno-, ""Veće"" -veće-, ""Manje"" -manje- ili ""Približno"" -blizu-).",C,
A2017,Z1,Z2,"Date su tri tačke koje definišu trougao u Dekartovom koordinatnom sistemu (koordinate x, y), izračunati dužine njegovih stranica, klasifikovati trougao (jednakostraničan, jednakokraki, raznostraničan ili pravougli) i odrediti vrednost najvećeg ugla izraženog u stepenima, minutima i sekundama.",C,
A2017,Z4,Z1,"Napisati funkciju koja ubacuje dati cijeli broj u svaki prazan prostor (ili niz razmaka) u nizu znakova, zadržavajući originalnu strukturu teksta.",C,
A2017,Z4,Z4,"Napisati funkciju koja proverava da li dati string predstavlja validan HTML kod, validirajući da su tagovi pravilno otvoreni, zatvoreni i ugnježdeni (balansiranje tagova).",C,
A2017,Z4,Z3,"Napisati funkciju koja prima tekstualni niz i pronalazi najduži podstring unutar svake reči (niz alfabetskih karaktera) koji ne sadrži ponovljene karaktere, smeštajući rezultat u obezbeđeni bafer.",C,
A2017,Z4,Z2,"Napisati funkciju koja prima tekst i niz cijelih brojeva, i provjerava da li dužina svake riječi u tekstu točno odgovara odgovarajućim vrijednostima u nizu.",C,
A2017,Z3,Z1,"Napisati funkciju koja prima tri niza cijelih brojeva i vraća koliko se različitih elemenata pojavljuje u tačno dva od tri niza.",C,
A2017,Z3,Z4,"Napisati program koji čita matricu celih brojeva i, iterativno, pronalazi element koji se najčešće pojavljuje u matrici (u slučaju nerešenog ishoda, najmanju vrednost) i uklanja sve kolone koje sadrže taj element, štampajući rezultujuću matricu nakon svakog uklanjanja dok matrica ne postane prazna.",C,
A2017,Z3,Z3,"Napisati funkciju koja prima niz celih brojeva i niz cifara (0-9), i koja iz svakog broja iz prvog niza uklanja sva pojavljivanja cifara navedenih u drugom nizu.",C,
A2017,Z3,Z2,"Napisati funkciju koja zaokružuje elemente niza tipa float na jednu decimalu, a zatim preuređuje niz tako što na kraj pomera sve one elemente čiji je zbir cifara (njihovog decimalnog dela ili nakon množenja sa 10) manji od date celobrojne vrednosti ""k"".",C,
A2017,Z5,Z1,Definisati strukture za predstavljanje zaposlenog (ime i datum rođenja) i funkcije za izračunavanje razlike u danima između dva datuma (uzimajući u obzir prestupne godine) i poređenje prezimena dva zaposlena.,C,
A2017,Z5,Z4,"Napisati program koji učitava podatke o prodavnicama iz tekstualne datoteke (`prodavnice.txt`) i artikle iz binarne datoteke (`artikli.bin`). Zatim, implementirati funkciju koja uklanja iz liste prodavnica one čiji je prosjek cijena njihovih artikala strogo veći od prosjeka cijena svih artikala svih prodavnica, i spremiti rezultat u novu binarnu datoteku.",C,
A2017,Z5,Z3,"Kreirati program koji upravlja binarnom bazom podataka geometrijskih objekata (naziv, broj stranica i dužina svake stranice) sačuvanih u datoteci ""oblici.dat"", omogućavajući uklanjanje duplikata prema njihovom nazivu i pronalaženje objekta sa maksimalnim obimom; i program za manipulaciju nizom realnih brojeva (maksimalno 100) ubacivanjem proseka između susednih elemenata ako je drugi duplo veći od prvog, i brojanje učestalosti pojavljivanja prve decimalne cifre svakog broja.",C,
A2017,Z5,Z2,"Definisati strukture za predstavljanje geometrijskih oblika (tačka, trougao, kružnica, pravougaonik) i implementirati funkcije za određivanje da li tačka pripada figuri ili da li postoji presek između njih.",C,
A2017,Z2,Z1,Napisati program koji traži ceo broj N (koji mora biti višekratnik od 4 i veći ili jednak 8) i crta geometrijsku figuru sastavljenu od ASCII karaktera (kao što je X centriran unutar okvira ili struktura podeljenih ćelija) na osnovu te vrednosti.,C,
A2017,Z2,Z4,"Napisati program koji zahteva dimenzije (M x N) tri matrice (A, B i C) i proverava da li su matrice B i C permutacije elemenata matrice A (odnosno, da li sadrže potpuno iste elemente sa istom frekvencijom). Program treba da ispiše ""DA"" ako je to slučaj, a ""NE"" u suprotnom.",C,
A2017,Z2,Z3,"Napisati program koji traži od korisnika dve matrice (A i B) sa njihovim dimenzijama, i utvrđuje da li je matrica B rezultat rotiranja matrice A za 90 stepeni u smeru kazaljke na satu. Ako jeste, ispisati ""DA"", u suprotnom ispisati ""NE"".",C,
A2017,Z2,Z2,"Napisati program koji čita niz pozitivnih celih brojeva, razlaže svaki broj na njegove pojedinačne cifre i zatim komprimuje ili sažima rezultujuću sekvencu cifara prikazujući svaku cifru praćenu brojem koliko puta se pojavljuje uzastopno (RLE kodiranje).",C,
